year,term,crn,subject,course,title,ap,a,am,bp,b,bm,cp,c,cm,dp,d,dm,f,w,professor
2017,Spring,38532,MCB,252,"Cells, Tissues & Development",3,6,7,3,1,1,1,1,1,0,0,0,0,0,"Good, Elizabeth A"
2017,Spring,38545,MCB,252,"Cells, Tissues & Development",3,3,3,4,4,1,2,0,0,0,1,0,0,0,"Good, Elizabeth A"
2017,Spring,38537,MCB,252,"Cells, Tissues & Development",2,3,5,3,3,2,3,0,1,1,0,0,0,0,"Good, Elizabeth A"
2017,Spring,38541,MCB,252,"Cells, Tissues & Development",1,5,8,1,1,3,2,1,0,0,0,0,0,1,"Good, Elizabeth A"
2017,Spring,38553,MCB,253,Exp Techniqs in Cellular Biol,7,11,3,2,0,0,0,0,0,0,0,0,0,0,"Good, Elizabeth A"
2017,Spring,38557,MCB,253,Exp Techniqs in Cellular Biol,11,8,2,0,1,0,0,0,0,0,0,0,0,1,"Good, Elizabeth A"
2017,Spring,38559,MCB,253,Exp Techniqs in Cellular Biol,10,10,2,1,1,0,0,0,0,0,0,0,0,0,"Good, Elizabeth A"
2017,Spring,38561,MCB,253,Exp Techniqs in Cellular Biol,9,6,3,1,2,1,1,0,0,0,0,0,0,0,"Good, Elizabeth A"
2017,Spring,38562,MCB,253,Exp Techniqs in Cellular Biol,4,11,3,2,1,0,0,1,0,1,0,0,0,0,"Good, Elizabeth A"
2017,Spring,38634,MCB,253,Exp Techniqs in Cellular Biol,1,10,7,3,0,0,0,0,0,0,0,0,0,0,"Good, Elizabeth A"
2017,Spring,38638,MCB,253,Exp Techniqs in Cellular Biol,8,9,3,2,0,0,1,0,1,0,0,0,0,0,"Good, Elizabeth A"
2017,Spring,63412,MCB,270,Medical Genetics,1,19,20,13,15,5,1,1,0,0,0,0,5,0,"Ceman, Stephanie S"
2017,Spring,38684,MCB,300,Microbiology,5,19,29,14,19,7,7,2,2,3,1,0,1,0,"Blanke, Steven R"
2017,Spring,38627,MCB,301,Experimental Microbiology,3,11,30,29,35,13,11,8,1,4,1,1,0,0,"Ikeda, Jack S"
2017,Spring,55162,MCB,317,Genetics and Genomics,2,6,0,1,10,0,1,4,0,1,1,0,0,0,"Rivier, David H"
2017,Spring,55164,MCB,317,Genetics and Genomics,0,12,0,1,4,0,1,4,0,0,0,0,0,0,"Rivier, David H"
2017,Spring,55165,MCB,317,Genetics and Genomics,1,12,0,0,7,0,1,1,0,1,0,0,0,0,"Rivier, David H"
2017,Spring,55166,MCB,317,Genetics and Genomics,0,5,0,0,15,0,0,3,0,0,2,0,0,0,"Rivier, David H"
2017,Spring,59534,MCB,317,Genetics and Genomics,0,7,0,1,10,0,1,5,0,0,0,0,0,0,"Rivier, David H"
2017,Spring,60190,MCB,317,Genetics and Genomics,0,4,0,2,11,0,0,5,0,0,1,0,0,0,"Rivier, David H"
2017,Spring,61009,MCB,317,Genetics and Genomics,2,9,0,2,7,0,0,3,0,0,2,0,0,0,"Rivier, David H"
2017,Spring,60191,MCB,320,Mechanisms of Human Disease,15,8,7,14,13,13,4,5,3,8,1,0,2,0,"Bolton, Eric C"
2017,Spring,36809,MCB,402,Sys & Integrative Physiology,16,16,7,4,3,1,3,0,0,0,0,1,0,0,"Nelson, Erik"
2017,Spring,62528,MCB,406,Gene Expression & Regulation,7,16,3,5,2,1,0,0,0,0,0,0,0,0,"Jin, Hong"
2017,Spring,48830,MCB,429,Cellular Microbiology &Disease,0,4,4,2,7,1,1,4,1,2,0,0,4,0,"Kehl-Fie, Thomas"
2017,Spring,34395,MCB,432,Computing in Molecular Biology,0,3,4,5,4,3,1,3,2,0,1,0,1,0,"Degnan, Patrick"
2017,Spring,49006,MCB,435,Evolution of InfectiousDisease,2,8,2,9,5,4,2,2,1,0,0,0,1,0,"Whitaker, Rachel"
2017,Spring,39216,MCB,450,Introductory Biochemistry,35,43,47,44,53,37,28,16,18,3,6,0,3,1,"Orlean, Peter A"
2017,Spring,63455,MCB,458,Basic Human Pathology,9,7,11,6,7,5,1,1,0,0,0,0,0,0,"Freund, Gregory G"
2017,Spring,60201,MCB,462,Integrative Neuroscience,14,32,13,12,10,6,3,1,0,0,0,0,0,0,"Gillette, Martha L"
2017,Spring,63456,MCB,465,Human Metabolic Disease,3,23,2,3,9,2,2,5,1,0,1,3,0,0,"Kemper, Kim J"
2017,Spring,31781,MCB,480,Eukaryotic Cell Signaling,4,11,3,2,3,1,2,0,0,1,0,0,0,0,"Chen, Jie"
2017,Spring,63457,MCB,493,Experimental Cell Biology,7,4,3,5,2,0,0,1,1,0,0,0,0,0,"Levesque, Lyne"
2017,Spring,63460,MDIA,223,Watching the Environment,9,16,10,7,8,7,10,3,1,3,2,1,14,2,"Reisner, Ann E"
2017,Spring,65675,MDIA,293,Photography for Everyone,6,11,12,7,4,1,3,1,1,0,0,0,0,0,"Johnson, Brian K"
2017,Spring,66003,MDIA,320,Media Sales Management,9,48,13,1,2,3,2,0,0,0,1,0,1,1,"Raquel, Steve A"
2017,Spring,66016,MDIA,370,Advanced Media Sales,11,42,12,7,7,1,0,0,1,0,0,0,4,0,"Raquel, Steve A"
2017,Spring,61610,MDIA,380,21st Century Documentaries,2,7,11,2,1,2,1,0,0,0,0,0,0,0,"Rosenstein, Jay M"
2017,Spring,36913,ME,170,Computer-Aided Design,24,49,15,12,5,1,2,1,0,1,0,0,2,0,"Philpott, Michael L"
2017,Spring,55799,ME,199,Undergraduate Open Seminar,8,28,1,1,2,0,0,0,0,0,0,0,0,0,"Philpott, Michael L"
2017,Spring,36920,ME,199,Undergraduate Open Seminar,1,80,0,0,6,0,0,0,0,0,0,0,0,0,"Philpott, Michael L"
2017,Spring,63243,ME,270,Design for Manufacturability,11,32,9,15,31,13,12,13,3,1,1,0,0,0,"Flachsbart, Bruce R"
2017,Spring,36922,ME,300,Thermodynamics,1,28,6,4,55,10,4,23,0,1,4,0,3,1,"Elbel, Stefan"
2017,Spring,36923,ME,300,Thermodynamics,4,24,19,16,43,19,10,7,0,0,0,0,0,1,"Lee, Tonghun"
2017,Spring,36924,ME,310,Fundamentals of Fluid Dynamics,3,7,13,13,7,6,1,0,0,0,0,0,0,1,"Chamorro Chavez, Leonardo"
2017,Spring,36925,ME,310,Fundamentals of Fluid Dynamics,11,9,13,6,4,7,4,2,1,0,0,0,0,0,"Gazzola, Mattia"
2017,Spring,36939,ME,320,Heat Transfer,1,14,0,1,16,0,0,12,0,0,2,0,1,0,"Miljkovic, Nenad"
2017,Spring,64299,ME,320,Heat Transfer,1,8,7,6,10,2,3,4,0,3,1,0,1,0,"Sinha, Sanjiv"
2017,Spring,37339,ME,330,Engineering Materials,6,20,8,16,7,5,0,1,0,0,0,0,0,0,"Nam, SungWoo"
2017,Spring,37342,ME,330,Engineering Materials,1,8,11,7,4,10,6,2,3,0,1,0,0,0,"Wagoner Johnson, Amy J"
2017,Spring,37356,ME,340,Dynamics of Mechanical Systems,3,15,7,8,5,6,0,0,0,0,0,0,1,0,"Shao, Chenhui"
2017,Spring,37357,ME,340,Dynamics of Mechanical Systems,7,17,16,9,6,2,1,0,0,0,0,0,0,0,"Toussaint, Kimani C"
2017,Spring,37366,ME,360,Signal Processing,0,9,6,9,7,5,3,2,1,1,0,0,0,0,"Bentsman, Joseph"
2017,Spring,37368,ME,360,Signal Processing,4,9,12,7,8,2,2,6,2,0,2,1,4,0,"Bahl, Gaurav"
2017,Spring,60994,ME,370,Mechanical Design I,0,30,7,6,3,0,1,1,0,0,0,0,0,0,"Tawfick, Sameh H"
2017,Spring,37388,ME,370,Mechanical Design I,1,11,10,6,6,3,3,1,0,2,0,0,0,0,"van der Zande, Arend"
2017,Spring,37389,ME,370,Mechanical Design I,0,23,0,5,14,0,0,1,0,0,1,0,0,0,"Socie, Darrell F"
2017,Spring,37390,ME,371,Mechanical Design II,16,25,8,6,1,0,0,0,0,0,0,0,0,0,"Downing, Stephen D"
2017,Spring,37392,ME,371,Mechanical Design II,21,11,5,1,0,1,0,0,0,0,0,0,0,1,"Tofangchi, Alireza"
2017,Spring,54497,ME,400,Energy Conversion Systems,0,26,15,5,3,0,0,1,0,0,0,0,0,0,"Jassim, Emad W"
2017,Spring,37444,ME,412,Numerical Thermo-Fluid Mechs,4,13,5,2,2,3,0,0,0,0,0,0,0,0,"Vanka, Surya P"
2017,Spring,52259,ME,452,Num Control of Mfg Processes,0,12,0,2,10,0,1,4,0,0,0,0,0,0,"Ferreira, Placid M"
2017,Spring,63287,ME,460,Industrial Control Systems,2,7,4,5,3,1,1,0,1,0,0,0,0,0,"Hovakimyan, Naira"
2017,Spring,37401,ME,470,Senior Design Project,3,86,27,5,1,0,3,1,0,0,0,0,0,0,"Johnson, Blake E"
2017,Spring,37472,ME,471,Finite Element Analysis,9,23,6,3,7,8,2,1,2,0,0,1,3,2,"Sohn, Mariana S"
2017,Spring,37449,ME,472,Introduction to Tribology,1,8,8,6,0,0,1,0,0,0,1,0,1,0,"Dunn, Alison C"
2017,Spring,63298,ME,481,Whole-Body Musculoskel Biomech,0,19,16,2,2,1,0,0,0,0,0,0,0,0,"Kersh, Mariana E"
2017,Spring,53979,ME,483,Mechanobiology,1,13,14,4,0,1,0,0,0,0,0,0,0,0,"Wang, Ning"
2017,Spring,52252,ME,487,MEMS-NEMS Theory & Fabrication,1,9,8,2,7,3,0,0,0,0,0,0,0,0,"Kim, Seok"
2017,Spring,65802,ME,498,Bio-Inspired Design,1,10,9,2,0,0,1,0,0,0,0,0,0,0,"Wissa, Aimy"
2017,Spring,48165,MSE,183,Freshman Materials Laboratory,0,66,0,0,1,0,0,2,0,0,0,0,0,0,"Nagel, Laura"
2017,Spring,57173,MSE,201,Phases and Phase Relations,1,4,9,9,13,10,2,3,1,0,0,1,0,0,"Shang, Jian K"
2017,Spring,36224,MSE,206,Mechanics for MatSE,5,23,8,17,11,9,10,7,3,1,4,3,1,2,"Krogstad, Jessica A"
2017,Spring,38203,MSE,280,Engineering Materials,4,14,10,5,19,5,5,14,0,0,7,0,1,0,"Goodman, Matthew D"
2017,Spring,38206,MSE,304,Electronic Properties of Matls,14,18,5,10,9,5,5,2,4,1,1,0,3,2,"Schleife, Andre"
2017,Spring,38208,MSE,308,Materials Laboratory II,10,35,21,15,6,4,1,1,0,0,0,0,0,0,"TerBush, Jessica"
2017,Spring,38216,MSE,395,Materials Design,0,62,14,18,0,0,0,0,0,0,0,0,0,0,"Shim, Moonsub"
2017,Spring,38218,MSE,402,Kinetic Processes in Materials,12,11,16,12,12,10,8,4,3,4,1,0,0,2,"Bellon, Pascal"
2017,Spring,43371,MSE,405,Microstructure Determination,5,11,2,3,14,14,0,7,3,0,3,1,2,1,"Shoemaker, Daniel P"
2017,Spring,38221,MSE,420,Ceramic Materials & Properties,5,4,3,8,3,5,1,0,0,0,0,0,2,1,"Kriven, Waltraud M"
2017,Spring,38243,MSE,450,Polymer Science & Engineering,3,16,12,16,11,6,8,4,3,2,1,0,0,0,"Chen, Qian"
2017,Spring,38260,MSE,458,Polymer Physics,4,5,4,2,5,1,2,0,1,0,0,0,0,0,"Ferguson, Andrew"
2017,Spring,38346,MSE,473,Biomolecular Materials Science,3,2,8,5,3,2,1,0,0,0,0,1,0,1,"Das Neves Barbo, Cecilia"
2017,Spring,50287,MSE,474,Biomaterials and Nanomedicine,5,17,14,8,7,4,0,0,0,0,0,0,0,0,"Cheng, Jianjun"
2017,Spring,65454,MSE,481,Electron Microscopy,4,5,4,6,6,2,0,0,0,0,0,0,0,0,"Huang, Pinshane"
2017,Spring,55678,MSE,487,Materials for Nanotechnology,2,12,7,4,1,4,0,0,0,0,0,0,0,0,"Braun, Paul V"
2017,Spring,48166,MSE,583,Dynamics of Complex Fluids,5,5,3,3,3,2,0,0,0,0,0,0,0,0,"Schweizer, Kenneth S"
2017,Spring,35495,MUS,130,Introd to the Art of Music,13,28,18,19,26,6,4,7,5,1,3,1,7,0,"Wilson, Steven A"
2017,Spring,35527,MUS,133,Introduction to World Music,42,73,32,22,11,2,2,3,0,0,0,0,4,2,"Deja, Richard M"
2017,Spring,35541,MUS,133,Introduction to World Music,4,20,38,33,20,23,6,2,3,0,1,0,0,1,"Belkind, Nili"
2017,Spring,35542,MUS,240,Orientation Mus Tchg Lrng K-HS,2,20,8,3,3,0,0,0,0,0,0,0,2,0,"Sweet, Bridget M"
2017,Spring,35545,MUS,242,Elements of Conducting,0,21,11,4,3,2,0,1,0,0,0,0,0,1,"Moorhouse, Linda"
2017,Spring,35546,MUS,242,Elements of Conducting,11,9,4,1,2,0,0,0,0,0,0,0,1,0,"Williams, Geoffrey"
2017,Spring,36193,MUS,250,Philharmonia Orchestra,0,50,0,0,4,0,0,0,0,0,0,0,0,0,"Bergonzi, Louis S"
2017,Spring,36192,MUS,250,Illini Strings,0,67,0,0,1,0,0,0,0,0,0,0,0,0,"May, Cameron L"
2017,Spring,36350,MUS,262,Women's Glee Club,0,60,0,0,0,0,0,0,0,0,0,0,1,0,"Solya, Andrea"
2017,Spring,36407,MUS,269,Wind Orchestra,0,46,1,1,1,1,0,0,0,0,0,0,0,0,"Peterson, Elizabeth B"
2017,Spring,36413,MUS,271,Hindsley Symphonic Band,0,51,0,0,0,2,0,0,0,0,0,0,0,0,"Houser, Barry L"
2017,Spring,36422,MUS,274,Basketball Band,0,138,0,0,0,0,0,1,0,0,0,0,0,0,"Houser, Barry L"
2017,Spring,36162,MUS,314,The History of Music II,1,13,9,5,21,9,4,5,2,0,4,2,7,1,"Macklin, Christopher B"
2017,Spring,58923,MUS,414,Music In and AS Revolution,0,13,6,1,1,0,1,0,0,0,0,0,0,0,"Praeger, Ulrike"
2017,Spring,65692,MUS,434,Assessment/Eval in Music Ed,0,19,2,3,5,1,0,0,0,0,0,0,1,1,"Nichols, Jeananne B"
2017,Spring,36529,MUS,439,Differentiating Music Instrctn,2,10,3,2,2,0,0,1,0,0,0,0,1,0,"Gallo, Donna"
2017,Spring,36487,MUS,499,Jazz Forum,2,4,9,3,4,1,0,2,1,0,2,0,1,0,"McNeill, Charles L"
2017,Spring,60446,MUS,501,Grad Music History Review,0,8,11,2,3,1,0,0,0,0,0,0,0,0,"Praeger, Ulrike"
2017,Spring,39715,MUS,526,Baroque Performance Practice,0,21,4,4,0,0,0,1,0,0,0,0,0,0,"Moersch, Charlotte M"
2017,Spring,56970,MUSE,250,The World Through Museums,39,11,4,4,1,2,1,1,0,1,1,0,2,0,"Frankenberg, Susan R"
2017,Spring,34624,NPRE,101,Introduction to Energy Sources,1,7,4,13,5,4,4,2,2,2,0,0,0,1,"Ruzic, David N"
2017,Spring,34684,NPRE,199,Undergraduate Seminar,0,48,3,0,0,2,0,0,0,0,0,0,0,0,"Stubbins, James F"
2017,Spring,34695,NPRE,247,Modeling Nuclear Energy System,1,2,2,6,2,0,2,2,1,0,1,1,3,0,"Kozlowski, Tomasz"
2017,Spring,34697,NPRE,402,Nuclear Power Engineering,7,24,39,26,16,5,2,1,0,0,0,0,0,0,"Ragheb, Magdi"
2017,Spring,34715,NPRE,421,Plasma and Fusion Science,1,6,2,7,7,3,6,5,0,0,1,2,0,0,"Curreli, Davide"
2017,Spring,34725,NPRE,441,Radiation Protection,2,16,12,6,8,2,0,2,0,0,0,0,0,0,"Meng, Ling J"
2017,Spring,48424,NPRE,442,Radioactive Waste Management,5,5,8,4,3,1,2,1,0,0,0,0,0,0,"Roy, William R"
2017,Spring,34729,NPRE,447,Radiation Interact w/Matter II,6,10,8,4,5,2,0,0,0,0,0,0,0,0,"Zhang, Yang"
2017,Spring,34751,NPRE,451,NPRE Laboratory,0,14,18,2,0,0,0,0,0,0,0,0,1,0,"Heuser, Brent J"
2017,Spring,34761,NPRE,455,Neutron Diffusion & Transport,2,9,1,1,1,6,2,0,6,1,4,0,1,0,"Uddin, Rizwan"
2017,Spring,34764,NPRE,458,Design in NPRE,0,14,16,5,3,0,0,0,0,0,0,0,0,0,"Stubbins, James F"
2017,Spring,53124,NPRE,470,Fuel Cells & Hydrogen Sources,12,11,8,9,2,0,0,0,0,0,0,0,0,0,"Kim, Kyu Jung"
2017,Spring,53126,NPRE,475,Wind Power Systems,18,27,20,4,5,0,1,0,0,0,0,0,0,0,"Ragheb, Magdi"
2017,Spring,34783,NPRE,483,Seminar on Security,4,10,2,1,3,3,0,0,0,0,0,0,0,0,"Singer, Clifford E"
2017,Spring,34799,NPRE,521,Interact of Radiation w/Matter,4,14,4,1,3,0,0,0,0,0,0,0,1,0,"Zhang, Yang"
2017,Spring,60210,NRES,101,Wildlife Conserv 21st Century,82,58,71,41,52,41,24,15,22,11,10,6,31,2,"Ward, Michael P"
2017,Spring,35004,NRES,102,Introduction to NRES,38,63,76,60,48,41,15,11,17,5,5,3,19,2,"Ugarte, Carmen M"
2017,Spring,34993,NRES,201,Introductory Soils,2,4,2,2,16,9,5,23,7,3,10,3,2,0,"Arai, Yuji"
2017,Spring,41122,NRES,287,Environment and Society,13,20,23,22,20,5,1,2,3,1,2,0,3,0,"Van Riper, Carena J"
2017,Spring,44442,NRES,407,Wildlife Population Ecology,0,6,6,0,0,5,3,3,2,1,0,1,0,0,"Hasler, Caleb"
2017,Spring,35115,NRES,420,Restoration Ecology,5,4,5,1,4,0,1,1,2,0,0,0,0,0,"Miller, James R"
2017,Spring,35125,NRES,421,Quantitative Methods in NRES,6,17,16,15,17,6,5,0,2,1,0,0,0,0,"Yannarell, Anthony"
2017,Spring,46996,NRES,456,Integrative Ecosystem Mgmt,4,0,11,10,8,6,3,0,1,3,1,1,0,0,"Miller, James R"
2017,Spring,35177,NRES,474,Soil and Water Conservation,1,4,8,8,5,4,1,1,1,0,0,0,0,0,"Wander, Michelle M"
2017,Spring,55916,NRES,488,Soil Fertility and Fertilizers,1,10,4,2,16,4,5,16,3,2,2,0,0,0,"Mulvaney, Richard L"
2017,Spring,39865,NUTR,510,Digestion of protein & absorpt,4,17,0,4,2,0,0,0,0,0,0,0,0,0,"Stein, Hans-Henrik"
2017,Spring,49870,PATH,433,Virology & Viral Pathogenesis,3,8,0,1,4,0,4,0,2,5,1,3,0,0,"Rock, Daniel L"
2017,Spring,48459,PATH,439,Health Applications of GIS,2,21,1,0,1,1,0,0,0,0,0,0,0,0,"O'Hara, Marilyn S"
2017,Spring,49929,PHIL,100,Intro to Philosophy-ACP,0,1,1,8,1,4,4,1,0,1,0,0,0,0,"Li, Mingyuan"
2017,Spring,51951,PHIL,100,Intro to Philosophy-ACP,0,2,4,7,3,5,1,0,1,0,0,1,0,0,"Li, Mingyuan"
2017,Spring,43843,PHIL,101,Introduction to Philosophy,3,4,3,8,2,2,0,0,0,0,0,0,0,0,"Keller, James"
2017,Spring,54422,PHIL,101,Introduction to Philosophy,2,8,2,8,4,0,0,0,0,0,0,0,0,0,"Keller, James"
2017,Spring,43844,PHIL,102,Logic and Reasoning,1,7,5,2,3,1,0,2,1,0,1,0,0,0,"Alsup, Clayton"
2017,Spring,39123,PHIL,102,Logic and Reasoning,5,10,2,3,0,1,0,0,0,0,0,0,0,0,"Lee, Seungil"
2017,Spring,39129,PHIL,102,Logic and Reasoning,1,9,6,3,2,0,0,0,1,0,0,0,0,0,"Alsup, Clayton"
2017,Spring,35439,PHIL,103,Logic and Reasoning QR II,3,3,4,1,2,2,1,0,3,0,0,1,3,0,"Saenz, Noel B"
2017,Spring,35440,PHIL,103,Logic and Reasoning QR II,12,4,0,1,3,0,0,0,1,0,0,1,0,1,"Saenz, Noel B"
2017,Spring,35441,PHIL,103,Logic and Reasoning QR II,8,5,4,0,1,1,1,0,2,0,0,0,0,0,"Saenz, Noel B"
2017,Spring,43088,PHIL,104,Intro to Ethics-ACP,0,3,8,5,4,1,0,0,0,0,1,2,0,0,"Rokosz, Steven D"
2017,Spring,43092,PHIL,104,Intro to Ethics-ACP,0,3,2,5,6,2,2,0,0,0,0,1,0,1,"Bernal, Juan C"
2017,Spring,35458,PHIL,107,Intro to Political Philosophy,0,1,4,1,4,4,3,3,2,1,1,1,0,0,"Savonius-Wroth, Sami-Juha"
2017,Spring,35461,PHIL,202,Symbolic Logic,7,3,4,2,3,2,4,7,1,2,3,4,1,0,"Gilbert, David R"
2017,Spring,35463,PHIL,203,Ancient Philosophy,0,8,5,5,12,8,4,2,6,0,2,3,5,0,"Sanders, Kirk"
2017,Spring,35464,PHIL,206,Early Modern Philosophy,0,7,8,11,10,3,1,3,1,1,2,3,2,1,"Ben Moshe, Nir"
2017,Spring,35466,PHIL,214,Biomedical Ethics,0,11,6,2,3,1,0,0,0,0,0,0,0,0,"Polk, Amber R"
2017,Spring,43033,PHIL,250,Conceptions of Human Nature,1,9,5,3,2,3,0,1,1,0,0,0,3,0,"Bryan, Benjamin A"
2017,Spring,45945,PHIL,380,Current Controversies,3,10,6,4,2,1,0,0,0,0,0,0,0,0,"Varden, Helga"
2017,Spring,35548,PHIL,436,Phil of Law and of the State,2,3,1,4,9,1,0,1,0,0,0,0,2,0,"Bryan, Benjamin A"
2017,Spring,48977,PHYS,100,Thinking About Physics,1,4,2,3,10,4,2,2,1,1,1,0,1,0,"Lundsgaard, Morten"
2017,Spring,35570,PHYS,101,College Physics: Mech & Heat,18,22,12,8,7,10,10,14,8,9,3,5,3,2,"Mestre, Jose"
2017,Spring,35571,PHYS,101,College Physics: Mech & Heat,14,34,15,12,9,22,13,18,8,14,10,9,5,0,"Mestre, Jose"
2017,Spring,35773,PHYS,102,College Physics: E&M & Modern,14,29,16,24,17,18,13,9,7,5,3,3,0,0,"Kuehn, Seppe"
2017,Spring,35774,PHYS,102,College Physics: E&M & Modern,21,32,15,11,14,15,17,20,10,4,1,3,5,0,"Kuehn, Seppe"
2017,Spring,38535,PHYS,123,Physics Made Easy,21,39,9,7,4,0,0,0,0,0,0,0,0,0,"El-Khadra, Aida X"
2017,Spring,35801,PHYS,211,University Physics: Mechanics,37,36,23,20,23,33,24,13,19,11,16,12,8,1,"Stelzer, Timothy J"
2017,Spring,35802,PHYS,211,University Physics: Mechanics,37,36,35,27,23,33,29,23,15,12,13,4,6,2,"Stelzer, Timothy J"
2017,Spring,35803,PHYS,211,University Physics: Mechanics,35,35,28,19,17,39,23,19,17,17,10,16,4,4,"Madhavan, Vidya"
2017,Spring,35804,PHYS,211,University Physics: Mechanics,35,21,25,20,23,29,22,20,30,18,17,15,8,2,"Madhavan, Vidya"
2017,Spring,38029,PHYS,212,University Physics: Elec & Mag,57,51,27,22,18,25,31,23,13,9,7,10,0,2,"Hooberman, Benjamin"
2017,Spring,38032,PHYS,212,University Physics: Elec & Mag,37,38,11,19,14,23,11,21,11,12,8,13,6,6,"Hooberman, Benjamin"
2017,Spring,52875,PHYS,212,University Physics: Elec & Mag,22,32,23,17,20,23,20,17,11,9,3,10,4,3,"Faulkner, Thomas"
2017,Spring,38132,PHYS,213,Univ Physics: Thermal Physics,21,13,4,10,12,9,18,16,13,7,11,7,6,0,"Kwiat, Paul G"
2017,Spring,38135,PHYS,213,Univ Physics: Thermal Physics,22,26,12,22,12,18,18,14,15,16,10,12,6,2,"Kwiat, Paul G"
2017,Spring,38138,PHYS,213,Univ Physics: Thermal Physics,23,21,21,21,16,19,24,23,20,24,8,14,6,1,"Kwiat, Paul G"
2017,Spring,38329,PHYS,214,Univ Physics: Quantum Physics,23,20,14,10,9,12,9,16,13,9,4,10,2,1,"Kwiat, Paul G"
2017,Spring,38330,PHYS,214,Univ Physics: Quantum Physics,29,27,27,13,21,19,22,16,10,17,10,15,8,1,"Kwiat, Paul G"
2017,Spring,38331,PHYS,214,Univ Physics: Quantum Physics,28,26,20,24,21,18,16,31,14,20,13,15,4,3,"Kwiat, Paul G"
2017,Spring,53724,PHYS,225,Relativity & Math Applications,14,31,27,23,13,5,2,2,1,1,0,0,1,3,"Gollin, George D"
2017,Spring,38668,PHYS,280,Nuclear Weapons & Arms Control,18,17,13,2,4,1,0,1,1,0,0,0,1,0,"Grosse Perdekam, Matthias"
2017,Spring,65602,PHYS,298,Fresh/Soph Special Topics Phys,5,16,4,1,1,3,0,1,0,1,0,0,0,1,"Gollin, George D"
2017,Spring,38566,PHYS,325,Classical Mechanics I,3,5,9,14,14,17,9,7,6,5,4,0,3,1,"MacDougall, Gregory"
2017,Spring,38571,PHYS,401,Classical Physics Lab,6,7,11,8,3,1,1,1,2,0,0,0,0,0,"Colla, Eugene V"
2017,Spring,36694,PHYS,402,Light,2,8,6,0,5,4,0,0,0,0,1,0,0,1,"Abbamonte, Peter M"
2017,Spring,38575,PHYS,419,"Space, Time, and Matter-ACP",0,4,2,3,9,2,1,0,1,0,0,0,1,1,"Phillips, Philip W"
2017,Spring,36679,PHYS,427,Thermal & Statistical Physics,3,15,15,11,8,8,5,2,3,1,1,0,0,0,"Chemla, Yann R"
2017,Spring,38588,PHYS,435,Electromagnetic Fields I,10,13,6,6,7,11,8,2,3,3,2,0,3,2,"Sickles, Anne M"
2017,Spring,38593,PHYS,436,Electromagnetic Fields II,13,20,12,4,3,0,2,1,0,0,0,0,1,0,"Kuhlman, Thomas E"
2017,Spring,36729,PHYS,470,Subatomic Physics,6,5,10,3,1,4,1,1,0,1,0,0,1,0,"Peng, Jen-Chieh"
2017,Spring,36737,PHYS,486,Quantum Physics I,11,19,3,9,9,12,10,7,6,0,0,0,0,0,"Wiss, James E"
2017,Spring,36752,PHYS,487,Quantum Physics II,10,9,11,8,2,0,3,1,1,1,2,0,1,0,"Beck, Douglas H"
2017,Spring,36787,PHYS,560,Condensed Matter Physics I,16,18,4,3,0,0,0,0,0,0,0,0,0,1,"Hughes, Taylor L"
2017,Spring,48933,PHYS,563,Phase Transitions,13,1,5,1,2,2,1,0,0,0,0,0,0,0,"Goldenfeld, Nigel D"
2017,Spring,37737,PLPA,200,"Plants, Pathogens, and People",0,34,0,0,23,0,0,10,0,0,4,0,2,1,"Eastburn, Darin M"
2017,Spring,37766,PLPA,204,Introductory Plant Pathology,0,9,0,11,17,0,5,3,0,0,0,0,0,0,"Schroeder, Nathan E"
2017,Spring,37971,PS,100,Intro to Political Science,14,32,21,19,16,8,8,5,6,3,2,1,4,1,"Kourtikakis, Konstantinos"
2017,Spring,43220,PS,100,Intro to Political Science,10,17,6,8,11,7,3,1,1,0,1,0,1,0,"Ksiazkiewicz, Aleksander"
2017,Spring,45114,PS,101,Intro to US Gov & Pol,0,4,4,5,8,8,1,5,1,2,2,2,12,1,"Selin, Jennifer L"
2017,Spring,65360,PS,152,The New Middle East,11,17,15,8,7,9,4,5,2,2,0,1,5,0,"Livny, Avital"
2017,Spring,65365,PS,191,Civic Careers,0,12,10,8,4,0,0,0,0,0,0,0,0,0,"Hinchliffe, Joseph"
2017,Spring,38759,PS,201,US Racial & Ethnic Politics,1,34,13,8,22,3,5,9,2,3,3,0,2,1,"Wong, Cara J"
2017,Spring,46278,PS,220,Intro to Public Policy,0,38,0,0,47,0,0,29,0,0,6,0,0,0,"Ashley, Jeffrey S"
2017,Spring,65227,PS,225,Environmental Politics&Policy,0,8,3,10,6,0,5,3,1,1,2,1,1,0,"Pahre, Robert D"
2017,Spring,39206,PS,230,Intro to Pol Research,0,11,5,3,3,2,0,2,0,0,0,0,2,0,"Bowers, Jake"
2017,Spring,56992,PS,231,Strategic Models,3,13,6,8,14,7,5,5,4,2,2,1,4,1,"Chaudoin, Sarah J"
2017,Spring,38142,PS,240,Intro to Comp Politics,4,22,19,18,12,2,2,0,0,0,0,0,0,0,"Leff, Carol S"
2017,Spring,65874,PS,241,Comp Politics in Dev Nations,2,7,8,3,12,5,3,8,5,3,0,4,5,0,"Dilgin, Tolgahan"
2017,Spring,57002,PS,280,Intro to Intl Relations,0,11,6,10,11,8,1,5,3,0,2,0,5,0,"Cho, HyunJoo"
